Street Address, Street Name, Zipcode, City, State, Latitude, Longitude, Price, Listing Type, Home Type, ZPID, Area, Bedrooms, Bathrooms, Unit, Floor, Block, Time on Zillow, Is Non-Owner Occupied, Is Zillow Owned, Days on Zillow, Is Showcase Listing
3 Parley Vale APT 2, 3 Parley Vale APT 2, 02130, Jamaica Plain, MA, 42.314888, -71.111984, 1075000, FOR_SALE, CONDO, 59132990, 1699, 3, 2, Apt 2, 6, 3, 413619000, true, false, -1, false
77 West St, 77 West St, 02136, Hyde Park, MA, 42.2598, -71.11894, 715000, FOR_SALE, SINGLE_FAMILY, 59126480, 2086, 4, 2, , 5, 2, 413619000, true, false, -1, false
16 Mosgrove Ave, 16 Mosgrove Ave, 02131, Roslindale, MA, 42.291996, -71.12314, 799900, FOR_SALE, SINGLE_FAMILY, 59144887, 1494, 4, 2, , 4, 8, 586419000, true, false, -1, false
50-56 Broadlawn Park APT 105, 50-56 Broadlawn Park APT 105, 02467, Chestnut Hill, MA, 42.302517, -71.164116, 489000, FOR_SALE, CONDO, 59154930, 1164, 2, 2, Apt 105, 6, 2, 932019000, true, false, -1, false
375 Baker St, 375 Baker St, 02132, West Roxbury, MA, 42.282684, -71.16898, 899000, FOR_SALE, SINGLE_FAMILY, 59158722, 1449, 3, 2, , 9, 7, 500019000, true, false, -1, false
168 Newton St APT 5, 168 Newton St APT 5, 02135, Brighton, MA, 42.355656, -71.168785, 589000, FOR_SALE, CONDO, 71505274, 1053, 3, 2, Apt 5, 3, 8, 932019000, true, false, -1, false
14 Clarendon St APT 402, 14 Clarendon St APT 402, 02116, Boston, MA, 42.344597, -71.07243, 1449000, FOR_SALE, CONDO, 59165079, 1074, 3, 2, Apt 402, 3, 3, 1018419000, true, false, -1, true
4 Gloucester St, 4 Gloucester St, 02115, Boston, MA, 42.3514, -71.08547, 19995000, FOR_SALE, SINGLE_FAMILY, 63711261, 9924, 7, 8, , 1, 1, 2055219000, true, false, -1, false
177 Cowper St, 177 Cowper St, 02128, East Boston, MA, 42.38197, -71.01343, 400000, FOR_SALE, SINGLE_FAMILY, 59120903, 1120, 3, 1, , 10, 10, 1018419000, true, false, -1, false
11 Chestnut St, 11 Chestnut St, 02108, Boston, MA, 42.357876, -71.06675, 9200000, FOR_SALE, SINGLE_FAMILY, 59174917, 6596, 4, 6, , 6, 3, 16829619000, true, false, -1, false
59 Lanark Rd APT 9, 59 Lanark Rd APT 9, 02135, Brighton, MA, 42.340054, -71.14646, 499000, FOR_SALE, CONDO, 59089684, 767, 2, 1, Apt 9, 3, 8, 413619000, true, false, -1, false
36 Mount Ida Rd #3, 36 Mount Ida Rd #3, 02122, Dorchester, MA, 42.305862, -71.06466, 354500, FOR_SALE, CONDO, 59102345, 1320, 3, 1, # 3, 4, 10, 586419000, true, false, -1, false
63 Gould St, 63 Gould St, 02132, West Roxbury, MA, 42.271088, -71.16767, 649900, FOR_SALE, SINGLE_FAMILY, 59159977, 1168, 2, 1, , 2, 5, 327219000, true, false, -1, false
18 Gloria Rd, 18 Gloria Rd, 02132, West Roxbury, MA, 42.28742, -71.14477, 899000, FOR_SALE, SINGLE_FAMILY, 59154301, 2216, 3, 2, , 2, 8, 413619000, true, false, -1, false
46 Perham St, 46 Perham St, 02132, West Roxbury, MA, 42.281574, -71.1629, 849900, FOR_SALE, SINGLE_FAMILY, 59158158, 1439, 4, 2, , 6, 10, 500019000, true, false, -1, false
59 Hemlock Rd, 59 Hemlock Rd, 02132, West Roxbury, MA, 42.270046, -71.17141, 600000, FOR_SALE, SINGLE_FAMILY, 59160487, 892, 2, 2, , 1, 9, 5770419000, true, false, -1, true
30-32 Goodrich Rd, 30-32 Goodrich Rd, 02130, Jamaica Plain, MA, 42.315983, -71.115906, 1695000, FOR_SALE, MULTI_FAMILY, 190013487, 4340, 6, 3, , 9, 2, 327219000, true, false, -1, false
21 Auburn St, 21 Auburn St, 02129, Charlestown, MA, 42.38093, -71.06919, 1640000, FOR_SALE, SINGLE_FAMILY, 59100273, 1683, 3, 2, , 1, 2, 1018419000, true, false, -1, false
5 Northdale Ter, 5 Northdale Ter, 02132, West Roxbury, MA, 42.268932, -71.16714, 765000, FOR_SALE, SINGLE_FAMILY, 59161589, 1785, 4, 2, , 4, 1, 413619000, true, false, -1, false
47 Harvard St #PS104, 47 Harvard St #PS104, 02129, Charlestown, MA, 42.37344, -71.06301, 175000, FOR_SALE, CONDO, 441824749, 153, 0, 0, # PS104, 5, 3, 413619000, true, false, -1, false
27 Ainsworth St, 27 Ainsworth St, 02131, Roslindale, MA, 42.288795, -71.140045, 1149000, FOR_SALE, MULTI_FAMILY, 59212997, 3420, 6, 3, , 9, 6, 413619000, true, false, -1, false
36 Lime St, 36 Lime St, 02108, Boston, MA, 42.35705, -71.07148, 17995000, FOR_SALE, SINGLE_FAMILY, 59172800, 5875, 5, 7, , 1, 6, 17348019000, true, false, -1, false
93 Beacon St, 93 Beacon St, 02108, Boston, MA, 42.355923, -71.07246, 19995000, FOR_SALE, SINGLE_FAMILY, 2106270534, 12470, 18, 14, , 9, 4, 2919219000, true, false, -1, false
60 Callender St, 60 Callender St, 02124, Dorchester, MA, 42.288685, -71.08108, 599900, FOR_SALE, SINGLE_FAMILY, 59116413, 1744, 5, 2, , 7, 4, 327219000, true, false, -1, false
31 Newton St, 31 Newton St, 02135, Brighton, MA, 42.356834, -71.16391, 750000, FOR_SALE, MULTI_FAMILY, 59094742, 2225, 4, 3, , 10, 2, 932019000, true, false, -1, false
761 Washington St #3, 761 Washington St #3, 02124, Dorchester Center, MA, 42.350212, -71.06348, 639900, FOR_SALE, CONDO, 2061942592, 1206, 3, 2, # 3, 6, 9, 7671219000, true, false, -1, false
44 Percival St, 44 Percival St, 02122, Dorchester, MA, 42.306488, -71.06348, 674900, FOR_SALE, SINGLE_FAMILY, 59108771, 1530, 3, 2, , 2, 9, 327219000, true, false, -1, false
428 E 8th St #1, 428 E 8th St #1, 02127, South Boston, MA, 42.33149, -71.04376, 779000, FOR_SALE, CONDO, 59148653, 1039, 2, 2, # 1, 7, 3, 500019000, true, false, -1, false
320 W 2nd St APT 206, 320 W 2nd St APT 206, 02127, Boston, MA, 42.339, -71.04733, 475000, FOR_SALE, CONDO, 2084111790, 429, 1, 1, Apt 206, 1, 3, 1623219000, true, false, -1, false
783 Washington St #1, 783 Washington St #1, 02124, Dorchester Center, MA, 42.349953, -71.06379, 685000, FOR_SALE, CONDO, 2119986232, 1500, 3, 2, # 1, 5, 4, 500019000, true, false, -1, false
358 Marlborough St, 358 Marlborough St, 02115, Boston, MA, 42.350643, -71.086205, 12500000, FOR_SALE, SINGLE_FAMILY, 2094983464, 5145, 5, 7, , 3, 3, 327219000, true, false, -1, false
131 Readville St, 131 Readville St, 02136, Hyde Park, MA, 42.240482, -71.13579, 699000, FOR_SALE, SINGLE_FAMILY, 59129184, 1720, 3, 2, , 1, 4, 586419000, true, false, -1, false
31 Homestead St #2, 31 Homestead St #2, 02121, Boston, MA, 42.313126, -71.0931, 337250, FOR_SALE, CONDO, 59101642, 1326, 2, 2, # 2, 5, 6, 3264819000, true, false, -1, false
4 Abbot St, 4 Abbot St, 02124, Dorchester Center, MA, 42.297714, -71.086426, 800000, FOR_SALE, MULTI_FAMILY, 2053396664, 3297, 6, 4, , 1, 2, 586419000, true, false, -1, false
8 Jess St, 8 Jess St, 02130, Boston, MA, 42.31524, -71.10341, 804900, FOR_SALE, SINGLE_FAMILY, 59133333, 1752, 3, 2, , 10, 3, 240819000, true, false, -1, false
335 Norfolk Ave, 335 Norfolk Ave, 02125, Dorchester, MA, 42.321777, -71.06638, 429000, FOR_SALE, SINGLE_FAMILY, 59104290, 1216, 3, 2, , 8, 10, 2055219000, true, false, -1, false
636 Beacon St APT 205, 636 Beacon St APT 205, 02215, Boston, MA, 42.34959, -71.09526, 529000, FOR_SALE, CONDO, 2101182075, 504, 1, 1, Apt 205, 4, 2, 500019000, true, false, -1, false
86 Mount Vernon St, 86 Mount Vernon St, 02108, Boston, MA, 42.357895, -71.068375, 9950000, FOR_SALE, SINGLE_FAMILY, 59212077, 4492, 5, 6, , 6, 7, 5424819000, true, false, -1, false
125 B St UNIT 2A, 125 B St UNIT 2A, 02127, South Boston, MA, 42.341278, -71.053085, 919000, FOR_SALE, CONDO, 82233316, 1067, 2, 2, Unit 2A, 7, 1, 413619000, true, false, -1, false
38 Pleasant St APT 2, 38 Pleasant St APT 2, 02125, Dorchester, MA, 42.31606, -71.05902, 670000, FOR_SALE, CONDO, 59101822, 1791, 3, 2, Apt 2, 3, 9, 240819000, true, false, -1, false
30 Monument Sq APT 202, 30 Monument Sq APT 202, 02129, Charlestown, MA, 42.37696, -71.06165, 1199000, FOR_SALE, CONDO, 59162885, 1274, 2, 1, Apt 202, 3, 3, 413619000, true, false, -1, false
25 Lennon Ct APT 28, 25 Lennon Ct APT 28, 02127, South Boston, MA, 42.333107, -71.02685, 529000, FOR_SALE, CONDO, 59149868, 714, 2, 1, Apt 28, 1, 2, 1018419000, true, false, -1, false
362 Silver St, 362 Silver St, 02127, South Boston, MA, 42.335083, -71.045395, 799000, FOR_SALE, SINGLE_FAMILY, 59151031, 1582, 4, 2, , 3, 9, 413619000, true, false, -1, false
92 Corey St #2, 92 Corey St #2, 02132, West Roxbury, MA, 42.287, -71.155975, 890000, FOR_SALE, CONDO, 441859226, 2430, 4, 2, # 2, 4, 10, 327219000, true, false, -1, false
40 Pinckney St, 40 Pinckney St, 02114, Boston, MA, 42.358784, -71.06678, 3900000, FOR_SALE, SINGLE_FAMILY, 59174457, 2676, 5, 5, , 9, 6, 240819000, true, false, -1, false
34-34 Grove Sq #4, 34-34 Grove Sq #4, 02114, Boston, MA, 42.36002, -71.06852, 499999, FOR_SALE, CONDO, 400807038, 375, 1, 1, # 4, 3, 10, 8276019000, true, false, -1, false
35 S Russell St, 35 S Russell St, 02114, Boston, MA, 42.36016, -71.0661, 2650000, FOR_SALE, SINGLE_FAMILY, 59169445, 2421, 4, 3, , 9, 4, 10004019000, true, false, -1, false
87 E Brookline St #3, 87 E Brookline St #3, 02118, Boston, MA, 42.33737, -71.07, 1095000, FOR_SALE, CONDO, 67094795, 1330, 3, 2, # 3, 1, 10, 327219000, true, false, -1, false
99 Tremont At Oak Sq #415, 99 Tremont At Oak Sq #415, 02135, Brighton, MA, 42.35711, -71.06174, 845000, FOR_SALE, CONDO, 439806999, 1149, 2, 2, # 415, 3, 7, 4474419000, true, false, -1, false
307 Hyde Park Ave #1, 307 Hyde Park Ave #1, 02130, Jamaica Plain, MA, 42.290924, -71.118324, 479000, FOR_SALE, CONDO, 90136059, 910, 2, 1, # 1, 6, 1, 327219000, true, false, -1, false
38 Allston St #PENTHOUSE, 38 Allston St #PENTHOUSE, 02129, Charlestown, MA, 42.380863, -71.06331, 929000, FOR_SALE, CONDO, 441788454, 939, 2, 2, # PENTHOUSE, 9, 6, 586419000, true, false, -1, false
4 Hagar St UNIT 1, 4 Hagar St UNIT 1, 02130, Jamaica Plain, MA, 42.31069, -71.11596, 900000, FOR_SALE, CONDO, 318226186, 1148, 3, 2, Unit 1, 10, 9, 327219000, true, false, -1, false
79 Butler St, 79 Butler St, 02124, Dorchester, MA, 42.27187, -71.062675, 999900, FOR_SALE, MULTI_FAMILY, 59118427, 2207, 5, 2, , 4, 6, 327219000, true, false, -1, false
85 Child St #2, 85 Child St #2, 02130, Jamaica Plain, MA, 42.306812, -71.111824, 599000, FOR_SALE, CONDO, 59162263, 863, 2, 1, # 2, 2, 5, 413619000, true, false, -1, false
18 Farquhar St, 18 Farquhar St, 02131, Roslindale, MA, 42.289165, -71.13568, 1320000, FOR_SALE, MULTI_FAMILY, 59142559, 2701, 4, 2, , 9, 1, 500019000, true, false, -1, false
765 E Broadway #1, 765 E Broadway #1, 02127, Boston, MA, 42.335426, -71.03465, 1069000, FOR_SALE, CONDO, 2063629346, 1608, 4, 3, # 1, 2, 2, 500019000, true, false, -1, false
425 S Huntington Ave APT 14, 425 S Huntington Ave APT 14, 02130, Jamaica Plain, MA, 42.320213, -71.112144, 469900, FOR_SALE, CONDO, 59132134, 820, 2, 1, Apt 14, 10, 3, 1018419000, true, false, -1, false
88 Saint Botolph St APT 5, 88 Saint Botolph St APT 5, 02116, Boston, MA, 42.34507, -71.080246, 1449000, FOR_SALE, CONDO, 59179267, 1210, 2, 2, Apt 5, 5, 1, 413619000, true, false, -1, false
32 Robinwood Ave APT 3, 32 Robinwood Ave APT 3, 02130, Jamaica Plain, MA, 42.316505, -71.11183, 690000, FOR_SALE, CONDO, 59131026, 1285, 2, 1, Apt 3, 4, 9, 413619000, true, false, -1, false
74 Dale St, 74 Dale St, 02119, Roxbury, MA, 42.321495, -71.08667, 800000, FOR_SALE, MULTI_FAMILY, 59188151, 2685, 6, 2, , 8, 4, 327219000, true, false, -1, false
34 Garden St #1, 34 Garden St #1, 02114, Boston, MA, 42.36024, -71.06682, 629000, FOR_SALE, CONDO, 63041730, 485, 1, 1, # 1, 4, 4, 845619000, true, false, -1, false
381 Beacon St, 381 Beacon St, 02116, Boston, MA, 42.351894, -71.08462, 6990000, FOR_SALE, SINGLE_FAMILY, 59169513, 5165, 5, 4, , 9, 8, 500019000, true, false, -1, false
1 Dunreath St #C, 1 Dunreath St #C, 02119, Boston, MA, 42.322636, -71.08161, 485000, FOR_SALE, TOWNHOUSE, 60112981, 1279, 3, 2, # C, 1, 2, 6375219000, true, false, -1, false
110 112th St #2, 110 112th St #2, 02109, Boston, MA, 42.361908, -71.05298, 712000, FOR_SALE, CONDO, 441868368, 908, 1, 1, # 2, 9, 1, 240819000, true, false, -1, false
200 Beech St, 200 Beech St, 02131, Boston, MA, 42.28192, -71.142296, 1379900, FOR_SALE, SINGLE_FAMILY, 59144237, 2500, 5, 3, , 10, 10, 500019000, true, false, -1, false
57 Broadlawn Park APT 21A, 57 Broadlawn Park APT 21A, 02467, Chestnut Hill, MA, 42.302647, -71.16534, 399000, FOR_SALE, CONDO, 59155146, 759, 1, 1, Apt 21A, 6, 3, 3869619000, true, false, -1, false
49-51 Callender St, 49-51 Callender St, 02124, Dorchester Center, MA, 42.289124, -71.08071, 689995, FOR_SALE, MULTI_FAMILY, 2056983061, 2250, 6, 2, , 8, 3, 154419000, true, false, -1, false
37 Msgr Patrick J Lydon Way, 37 Msgr Patrick J Lydon Way, 02124, Dorchester, MA, 42.28845, -71.061516, 999950, FOR_SALE, MULTI_FAMILY, 59113080, 3480, 9, 3, , 2, 5, 672819000, true, false, -1, false
4 Hill St, 4 Hill St, 02129, Charlestown, MA, 42.381256, -71.064415, 1750000, FOR_SALE, SINGLE_FAMILY, 59099715, 2484, 5, 3, , 8, 4, 932019000, true, false, -1, false
599 Tremont St APT 6, 599 Tremont St APT 6, 02118, Boston, MA, 42.343197, -71.07343, 699000, FOR_SALE, CONDO, 59211072, 643, 1, 1, Apt 6, 3, 10, 327219000, true, false, -1, false
6 Newbury St #501-502, 6 Newbury St #501-502, 02116, Boston, MA, 42.352352, -71.071625, 19250000, FOR_SALE, CONDO, 440974751, 5992, 5, 7, # 501-502, 8, 5, 1709619000, true, false, -1, false
330 Summit Ave UNIT 101, 330 Summit Ave UNIT 101, 02135, Brighton, MA, 42.34543, -71.14075, 599000, FOR_SALE, CONDO, 71505136, 1200, 2, 2, Unit 101, 10, 6, 327219000, true, false, -1, false
1515 Vfw Pkwy #30, 1515 Vfw Pkwy #30, 02132, West Roxbury, MA, 42.267612, -71.17258, 105000, FOR_SALE, MANUFACTURED, 438788126, 370, 1, 1, # 30, 4, 9, 5856819000, true, false, -1, false
14 Robey St UNIT 14, 14 Robey St UNIT 14, 02119, Roxbury, MA, 42.322575, -71.06809, 539000, FOR_SALE, TOWNHOUSE, 440588878, 1240, 3, 2, Unit 14, 5, 3, 759219000, true, false, -1, false
32 Castleton St, 32 Castleton St, 02130, Jamaica Plain, MA, 42.323235, -71.114685, 1650000, FOR_SALE, SINGLE_FAMILY, 59131400, 2353, 4, 3, , 4, 10, 2314419000, true, false, -1, false
29 Bourne St, 29 Bourne St, 02130, Jamaica Plain, MA, 42.292103, -71.11436, 849000, FOR_SALE, SINGLE_FAMILY, 59136229, 1678, 3, 1, , 5, 6, 3351219000, true, false, -1, false
529 Poplar St, 529 Poplar St, 02131, Roslindale, MA, 42.2722, -71.13178, 600000, FOR_SALE, SINGLE_FAMILY, 59146443, 1221, 3, 1, , 5, 3, 154419000, true, false, -1, false
108 Woodley Ave, 108 Woodley Ave, 02132, West Roxbury, MA, 42.262817, -71.150185, 835000, FOR_SALE, SINGLE_FAMILY, 59161096, 2200, 5, 2, , 6, 7, 413619000, true, false, -1, false
158 Street North End #6, 158 Street North End #6, 02109, Boston, MA, 42.362568, -71.05232, 1350000, FOR_SALE, CONDO, 2056032233, 1354, 3, 2, # 6, 3, 2, 932019000, true, false, -1, false
244 Beacon St APT 1B, 244 Beacon St APT 1B, 02116, Boston, MA, 42.35375, -71.0797, 1379000, FOR_SALE, CONDO, 59212756, 1175, 3, 2, Apt 1B, 7, 10, 240819000, true, false, -1, false
71 W Cedar St #4, 71 W Cedar St #4, 02114, Boston, MA, 42.36002, -71.06995, 1450000, FOR_SALE, CONDO, 441866085, 1264, 2, 2, # 4, 3, 1, 240819000, true, false, -1, false
12 Stoneholm St APT 430, 12 Stoneholm St APT 430, 02115, Boston, MA, 42.34582, -71.08863, 479000, FOR_SALE, CONDO, 81857673, 400, 1, 1, Apt 430, 6, 2, 327219000, true, false, -1, false
425 Beacon St APT 1, 425 Beacon St APT 1, 02115, Boston, MA, 42.351368, -71.0865, 1725000, FOR_SALE, CONDO, 59167129, 1248, 3, 2, Apt 1, 8, 4, 500019000, true, false, -1, false
247 Beacon St APT 1, 247 Beacon St APT 1, 02116, Boston, MA, 42.35358, -71.0785, 679000, FOR_SALE, CONDO, 59166709, 860, 1, 2, Apt 1, 2, 9, 8362419000, true, false, -1, false
2855-2859 Washington St #8, 2855-2859 Washington St #8, 02119, Roxbury, MA, 42.3208, -71.09374, 569900, FOR_SALE, TOWNHOUSE, 67081276, 1562, 3, 3, # 8, 4, 7, 413619000, true, false, -1, false
165 Cornell St #2, 165 Cornell St #2, 02131, Roslindale, MA, 42.27865, -71.13391, 699000, FOR_SALE, CONDO, 2077253181, 2393, 4, 2, # 2, 10, 9, 327219000, true, false, -1, false
667 E 7th St #1, 667 E 7th St #1, 02127, South Boston, MA, 42.33214, -71.03368, 799000, FOR_SALE, CONDO, 87794231, 993, 2, 2, # 1, 7, 10, 413619000, true, false, -1, false
51 Malcolm, 51 Malcolm, 01230, Great Barrington, MA, 42.360085, -71.05888, 1200000, FOR_SALE, SINGLE_FAMILY, 441734352, 1616, 4, 3, , 2, 7, 932019000, true, false, -1, false
53 Chestnut St, 53 Chestnut St, 02108, Boston, MA, 42.357372, -71.06894, 5450000, FOR_SALE, SINGLE_FAMILY, 59174812, 4620, 5, 5, , 10, 5, 1364019000, true, false, -1, false
4-4R Melville Ave, 4-4R Melville Ave, 02124, Dorchester Center, MA, 42.294132, -71.07109, 789000, FOR_SALE, SINGLE_FAMILY, 440810796, 1250, 2, 2, , 1, 5, 2141619000, true, false, -1, false
5-7 Everett Ave #2, 5-7 Everett Ave #2, 02125, Dorchester, MA, 42.3159, -71.06307, 359900, FOR_SALE, CONDO, 352135269, 598, 2, 1, # 2, 8, 7, 11213619000, true, false, -1, false
2 W 6th St #302, 2 W 6th St #302, 02127, South Boston, MA, 42.339165, -71.0564, 750000, FOR_SALE, CONDO, 295324458, 1144, 2, 2, # 302, 4, 2, 3351219000, true, false, -1, false
66 Round Hill St, 66 Round Hill St, 02130, Jamaica Plain, MA, 42.32464, -71.107574, 749999, FOR_SALE, SINGLE_FAMILY, 59134056, 1728, 3, 1, , 2, 5, 1104819000, true, false, -1, false
350 W 2nd St #301, 350 W 2nd St #301, 02127, Boston, MA, 42.338604, -71.046486, 879000, FOR_SALE, CONDO, 441828562, 1467, 2, 2, # 301, 8, 3, 413619000, true, false, -1, false
23 Prescott St, 23 Prescott St, 02129, Charlestown, MA, 42.37296, -71.06374, 1800000, FOR_SALE, SINGLE_FAMILY, 59100019, 1702, 3, 3, , 5, 3, 1450419000, true, false, -1, false
104 Norfolk St, 104 Norfolk St, 02124, Dorchester, MA, 42.288284, -71.07588, 849900, FOR_SALE, SINGLE_FAMILY, 59110596, 3017, 6, 4, , 5, 3, 1536819000, true, false, -1, false
22 Lyndeboro St, 22 Lyndeboro St, 02129, Charlestown, MA, 42.379765, -71.070366, 1099000, FOR_SALE, SINGLE_FAMILY, 59100198, 1400, 3, 3, , 3, 9, 2228019000, true, false, -1, false
143-171 Hyde Park Ave UNIT 155A, 143-171 Hyde Park Ave UNIT 155A, 02130, Jamaica Plain, MA, 42.29589, -71.11672, 875000, FOR_SALE, TOWNHOUSE, 318227135, 1659, 3, 3, Unit 155A, 1, 1, 500019000, true, false, -1, false
1531 River St #1531, 1531 River St #1531, 02136, Hyde Park, MA, 42.24971, -71.13115, 649999, FOR_SALE, TOWNHOUSE, 2077607198, 1358, 3, 2, # 1531, 10, 8, 586419000, true, false, -1, false
728 E 8th St #2, 728 E 8th St #2, 02127, South Boston, MA, 42.331654, -71.03236, 545000, FOR_SALE, CONDO, 59163070, 604, 2, 1, # 2, 5, 9, 154419000, true, false, -1, false
53 Lexington St #3, 53 Lexington St #3, 02128, Boston, MA, 42.37747, -71.03781, 559000, FOR_SALE, CONDO, 333605285, 742, 2, 2, # 3, 3, 3, 327219000, true, false, -1, false
51 Hancock St APT 11, 51 Hancock St APT 11, 02114, Boston, MA, 42.35975, -71.06454, 600000, FOR_SALE, CONDO, 59163157, 437, 1, 1, Apt 11, 7, 1, 14237619000, true, false, -1, false
290 Columbus Ave UNIT 3, 290 Columbus Ave UNIT 3, 02116, Boston, MA, 42.346672, -71.0738, 499000, FOR_SALE, CONDO, 71546531, 316, 1, 1, Unit 3, 7, 7, 240819000, true, false, -1, false
43 Commercial Wharf APT 8, 43 Commercial Wharf APT 8, 02110, Boston, MA, 42.36217, -71.050186, 2295000, FOR_SALE, CONDO, 59174557, 1700, 2, 2, Apt 8, 4, 4, 5338419000, true, false, -1, false
39 Navarre St, 39 Navarre St, 02131, Roslindale, MA, 42.27716, -71.11766, 699000, FOR_SALE, SINGLE_FAMILY, 59144656, 1870, 3, 1, , 8, 5, 1018419000, true, false, -1, false
25 Crandall St, 25 Crandall St, 02131, Roslindale, MA, 42.280964, -71.12727, 849000, FOR_SALE, MULTI_FAMILY, 59144183, 2308, 6, 2, , 1, 1, 1191219000, true, false, -1, false
330 Beacon St #72, 330 Beacon St #72, 02116, Boston, MA, 42.35267, -71.083435, 2000000, FOR_SALE, CONDO, 441825566, 1196, 2, 2, # 72, 4, 1, 413619000, true, false, -1, false
714-718 Truman Hwy, 714-718 Truman Hwy, 02136, Hyde Park, MA, 42.251644, -71.119255, 959900, FOR_SALE, MULTI_FAMILY, 441888213, 2572, 6, 3, , 9, 8, 154419000, true, false, -1, false
286 Cambridge St APT 3, 286 Cambridge St APT 3, 02114, Boston, MA, 42.360973, -71.068146, 480000, FOR_SALE, CONDO, 2100637791, 435, 1, 1, Apt 3, 10, 2, 845619000, true, false, -1, false
328 W 3rd St #1, 328 W 3rd St #1, 02127, Boston, MA, 42.336792, -71.04525, 915000, FOR_SALE, CONDO, 339517505, 902, 2, 2, # 1, 5, 7, 413619000, true, false, -1, false
352 Blue Hill Ave UNIT 8, 352 Blue Hill Ave UNIT 8, 02121, Boston, MA, 42.31246, -71.08014, 464900, FOR_SALE, CONDO, 189975962, 1203, 4, 2, Unit 8, 5, 6, 2832819000, true, false, -1, false
19-21 Royal St #2, 19-21 Royal St #2, 02134, Allston, MA, 42.357597, -71.12971, 400000, FOR_SALE, CONDO, 2063017054, 537, 1, 1, # 2, 1, 10, 2919219000, true, false, -1, false
2 Chestnut Pl, 2 Chestnut Pl, 02135, Brighton, MA, 42.346626, -71.15147, 1400000, FOR_SALE, MULTI_FAMILY, 2081668240, 2550, 6, 6, , 8, 4, 327219000, true, false, -1, false
190 Orient Ave, 190 Orient Ave, 02128, East Boston, MA, 42.39069, -71.00784, 1249000, FOR_SALE, SINGLE_FAMILY, 59120481, 2923, 3, 2, , 2, 5, 240819000, true, false, -1, false
331 Bunker Hill St, 331 Bunker Hill St, 02129, Charlestown, MA, 42.381866, -71.06749, 2150000, FOR_SALE, SINGLE_FAMILY, 59099560, 3588, 4, 5, , 7, 8, 240819000, true, false, -1, false
351 Dorchester St UNIT 1, 351 Dorchester St UNIT 1, 02127, South Boston, MA, 42.330822, -71.055176, 415000, FOR_SALE, CONDO, 71489543, 620, 1, 1, Unit 1, 3, 1, 2141619000, true, false, -1, false
30 Concord Sq #1, 30 Concord Sq #1, 02118, Boston, MA, 42.341377, -71.0792, 4395000, FOR_SALE, CONDO, 441874257, 2497, 3, 4, # 1, 8, 6, 240819000, true, false, -1, false
338 Marlborough St APT 3, 338 Marlborough St APT 3, 02115, Boston, MA, 42.350826, -71.08546, 1195000, FOR_SALE, CONDO, 59167172, 836, 2, 2, Apt 3, 8, 4, 1018419000, true, false, -1, false
431 Dudley St, 431 Dudley St, 02119, Roxbury, MA, 42.32458, -71.07488, 895000, FOR_SALE, SINGLE_FAMILY, 59187465, 2300, 4, 3, , 4, 1, 2746419000, true, false, -1, false
76 Marine Rd #2, 76 Marine Rd #2, 02127, South Boston, MA, 42.33078, -71.03633, 789999, FOR_SALE, CONDO, 59188388, 1271, 3, 1, # 2, 10, 3, 240819000, true, false, -1, false
22 Gould St, 22 Gould St, 02132, Boston, MA, 42.27226, -71.16966, 1120000, FOR_SALE, SINGLE_FAMILY, 123848942, 2408, 4, 4, , 2, 3, 327219000, true, false, -1, false
175 Clare Ave APT A8, 175 Clare Ave APT A8, 02136, Boston, MA, 42.271984, -71.11937, 329000, FOR_SALE, CONDO, 59129928, 825, 2, 1, Apt A8, 6, 3, 3264819000, true, false, -1, false
361 Faneuil St APT 4, 361 Faneuil St APT 4, 02135, Brighton, MA, 42.352074, -71.16551, 325999, FOR_SALE, CONDO, 59090364, 755, 2, 1, Apt 4, 6, 7, 6980019000, true, false, -1, false
98 Prescott St #1, 98 Prescott St #1, 02128, Boston, MA, 42.377983, -71.02863, 500000, FOR_SALE, CONDO, 441883652, 600, 1, 1, # 1, 9, 1, 154419000, true, false, -1, false
37 Monument Sq #2, 37 Monument Sq #2, 02129, Boston, MA, 42.375782, -71.06189, 2999000, FOR_SALE, TOWNHOUSE, 90136297, 3356, 5, 3, # 2, 9, 5, 9226419000, true, false, -1, false
15 Commonwealth Ct APT 14, 15 Commonwealth Ct APT 14, 02135, Brighton, MA, 42.345802, -71.13956, 450000, FOR_SALE, CONDO, 59091660, 688, 1, 1, Apt 14, 5, 7, 500019000, true, false, -1, false
30 Harvard St, 30 Harvard St, 02129, Boston, MA, 42.372597, -71.063324, 1575000, FOR_SALE, MULTI_FAMILY, 59099997, 2520, 2, 2, , 10, 9, 413619000, true, false, -1, false
743 E 4th St APT 203, 743 E 4th St APT 203, 02127, Boston, MA, 42.334595, -71.03468, 749000, FOR_SALE, CONDO, 2094997364, 881, 2, 1, Apt 203, 10, 5, 413619000, true, false, -1, false
155 Warren Ave, 155 Warren Ave, 02116, Boston, MA, 42.344196, -71.075554, 6999000, FOR_SALE, SINGLE_FAMILY, 59165129, 3555, 3, 4, , 1, 4, 1709619000, true, false, -1, false
4 Goldfinch Ct, 4 Goldfinch Ct, 02126, Mattapan, MA, 42.28729, -71.09717, 517000, FOR_SALE, TOWNHOUSE, 441820149, 1025, 2, 2, , 3, 4, 413619000, true, false, -1, false
