Street Address, Street Name, Zipcode, City, State, Latitude, Longitude, Price, Listing Type, Home Type, ZPID, Area, Bedrooms, Bathrooms, Unit, Floor, Block, Time on Zillow, Is Non-Owner Occupied, Is Zillow Owned, Days on Zillow, Is Showcase Listing
1455 Beacon St APT 35, 1455 Beacon St APT 35, 02446, Brookline, MA, 42.339996, -71.127304, 3800, FOR_RENT, APARTMENT, 2090519521, undefined, 1, 1, Apt 35, 9, 6, 3302369000, true, false, -1, false
1401 Beacon St #913669801, 1401 Beacon St #913669801, 02446, Brookline, MA, 42.340836, -71.12465, 2650, FOR_RENT, APARTMENT, 2097462724, undefined, 1, 1, # 913669801, 10, 5, 3212296000, true, false, -1, false
40-46 Harvard Ave, 40-46 Harvard Ave, 02446, Brookline, MA, 42.335865, -71.12327, 2785, FOR_RENT, APARTMENT, 295169419, 700, 1, 1, , 10, 3, 2547954000, true, false, -1, false
20 Chapel St APT A1003, 20 Chapel St APT A1003, 02446, Brookline, MA, 42.341503, -71.11172, 3995, FOR_RENT, APARTMENT, 82167367, 780, 1, 1, Apt A1003, 2, 9, 6230357000, true, false, -1, false
1465 Beacon St #14, 1465 Beacon St #14, 02446, Brookline, MA, 42.34011, -71.127945, 3000, FOR_RENT, APARTMENT, 441824414, 760, 1, 1, # 14, 4, 4, 370699000, true, false, -1, false
184 Saint Paul St #3, 184 Saint Paul St #3, 02446, Brookline, MA, 42.343987, -71.11736, 7300, FOR_RENT, APARTMENT, 2082104039, undefined, 5, 2, # 3, 8, 7, 1130132000, true, false, -1, false
33 Stearns Rd APT 1, 33 Stearns Rd APT 1, 02446, Brookline, MA, 42.34003, -71.119064, 4300, FOR_RENT, APARTMENT, 2107108731, 1400, 3, 1, Apt 1, 6, 4, 3989227000, true, false, -1, false
176 Freeman St #917, 176 Freeman St #917, 02446, Brookline, MA, 42.347374, -71.11731, 3800, FOR_RENT, APARTMENT, 2112574047, 9999, 2, 2, # 917, 2, 8, 25671664000, true, false, -1, false
37 Vernon St #303, 37 Vernon St #303, 02446, Brookline, MA, 42.339046, -71.123276, 3431, FOR_RENT, APARTMENT, 2058029294, 850, 2, 1, # 303, 10, 8, 3915655000, true, false, -1, false
42 Williams St #204, 42 Williams St #204, 02446, Brookline, MA, 42.343227, -71.12642, 3450, FOR_RENT, APARTMENT, 348333149, 800, 2, 1, # 204, 8, 10, 15653968000, true, false, -1, false
1680A Beacon St #2, 1680A Beacon St #2, 02445, Brookline, MA, 42.339077, -71.137924, 4200, FOR_RENT, APARTMENT, 440046328, 1140, 2, 2, # 2, 8, 8, 2968604000, true, false, -1, false
19 Englewood Ave APT 7, 19 Englewood Ave APT 7, 02445, Brookline, MA, 42.338512, -71.14539, 2750, FOR_RENT, APARTMENT, 56564184, 972, 2, 1, Apt 7, 6, 10, 380079000, true, false, -1, false
1791 Beacon St #2, 1791 Beacon St #2, 02445, Brookline, MA, 42.33721, -71.1427, 3350, FOR_RENT, APARTMENT, 352407720, 999, 2, 1, # 2, 7, 2, 10659466000, true, false, -1, false
1910 Beacon St #1, 1910 Beacon St #1, 02445, Brookline, MA, 42.336884, -71.14752, 6200, FOR_RENT, APARTMENT, 2088725313, 9999, 5, 2, # 1, 2, 4, 6509092000, true, false, -1, false
1796 Beacon St #1, 1796 Beacon St #1, 02445, Brookline, MA, 42.337894, -71.143295, 4700, FOR_RENT, APARTMENT, 2119437587, 9999, 3, 2, # 1, 4, 2, 8930329000, true, false, -1, false
231 Rawson Rd APT 5, 231 Rawson Rd APT 5, 02445, Brookline, MA, 42.33719, -71.136795, 3250, FOR_RENT, APARTMENT, 56568401, 963, 1, 1, Apt 5, 4, 10, 961089000, true, false, -1, false
1712 Beacon St #2, 1712 Beacon St #2, 02445, Brookline, MA, 42.33874, -71.13951, 5750, FOR_RENT, APARTMENT, 2088144632, 2100, 2, 3, # 2, 1, 7, 11904261000, true, false, -1, false
12-2 Dean Rd #O2, 12-2 Dean Rd #O2, 02445, Brookline, MA, 42.3336, -71.14585, 6000, FOR_RENT, APARTMENT, 402574247, 2400, 4, 3, # O2, 10, 4, 7370623000, true, false, -1, false
322 Saint Paul St #3E, 322 Saint Paul St #3E, 02446, Brookline, MA, 42.34894, -71.116554, 9000, FOR_RENT, APARTMENT, 441741593, 2000, 6, 2, # 3E, 7, 8, 829086000, true, false, -1, false
13 Stearns Rd #7, 13 Stearns Rd #7, 02446, Brookline, MA, 42.340347, -71.11979, 4500, FOR_RENT, APARTMENT, 353757211, 1300, 3, 1, # 7, 4, 6, 9616761000, true, false, -1, false
41 Park St #41, 41 Park St #41, 02446, Brookline, MA, 42.337646, -71.12456, 4500, FOR_RENT, APARTMENT, 2079713305, 1300, 2, 2, # 41, 3, 1, 13157879000, true, false, -1, false
113 Westbourne Ter #3, 113 Westbourne Ter #3, 02446, Brookline, MA, 42.34262, -71.138, 4000, FOR_RENT, APARTMENT, 2084870536, 1800, 4, 1, # 3, 9, 1, 14363575000, true, false, -1, false
1846 Beacon St #2, 1846 Beacon St #2, 02445, Brookline, MA, 42.33718, -71.14547, 4700, FOR_RENT, APARTMENT, 415767355, 9999, 3, 2, # 2, 2, 5, 6509217000, true, false, -1, false
1891 Beacon St APT 1, 1891 Beacon St APT 1, 02445, Brookline, MA, 42.336308, -71.14735, 4200, FOR_RENT, APARTMENT, 56569453, 1500, 3, 2, Apt 1, 10, 10, 3625178000, true, false, -1, false
9 Rice St #4A, 9 Rice St #4A, 02445, Brookline, MA, 42.32721, -71.12355, 2800, FOR_RENT, APARTMENT, 440214534, 800, 2, 1, # 4A, 6, 1, 3404213000, true, false, -1, false
23 Netherlands Rd #1, 23 Netherlands Rd #1, 02445, Brookline, MA, 42.33599, -71.11199, 4725, FOR_RENT, APARTMENT, 66816910, 1400, 3, 1, # 1, 3, 4, 2704021000, true, false, -1, false
26 Sheafe St UNIT 2, 26 Sheafe St UNIT 2, 02467, Chestnut Hill, MA, 42.322445, -71.16462, 4800, FOR_RENT, APARTMENT, 2078011268, 1640, 3, 2, Unit 2, 5, 1, 2022947000, true, false, -1, false
33 Oakland Rd #3, 33 Oakland Rd #3, 02445, Brookline, MA, 42.32796, -71.12377, 2700, FOR_RENT, APARTMENT, 433575988, 700, 1, 1, # 3, 7, 4, 5902559000, true, false, -1, false
53 University Rd #1A, 53 University Rd #1A, 02445, Brookline, MA, 42.33786, -71.13399, 3800, FOR_RENT, APARTMENT, 439871679, 1500, 2, 2, # 1A, 9, 1, 4274721000, true, false, -1, false
19 Williams St, 19 Williams St, 02446, Brookline, MA, 42.34395, -71.12609, 4750, FOR_RENT, TOWNHOUSE, 56562905, 1456, 3, 3, , 8, 8, 54837000, true, false, -1, false
313 Tappan St APT 2, 313 Tappan St APT 2, 02445, Brookline, MA, 42.33648, -71.13755, 4300, FOR_RENT, APARTMENT, 56568491, 1243, 3, 2, Apt 2, 1, 9, 11995291000, true, false, -1, false
87 Sherman Rd, 87 Sherman Rd, 02467, Chestnut Hill, MA, 42.29975, -71.15807, 3630, FOR_RENT, TOWNHOUSE, 2116043216, 911, 2, 2, , 1, 2, 141196000, true, false, -1, false
45 Mason Ter APT 3, 45 Mason Ter APT 3, 02446, Brookline, MA, 42.34067, -71.131355, 3850, FOR_RENT, APARTMENT, 56563619, 1314, 2, 1, Apt 3, 3, 10, 227393000, true, false, -1, false
1687 Beacon St #2B, 1687 Beacon St #2B, 02445, Brookline, MA, 42.338753, -71.13822, 4000, FOR_RENT, APARTMENT, 441884668, undefined, 3, 2, # 2B, 2, 1, 146334000, true, false, -1, false
6 Sewall Ave #A, 6 Sewall Ave #A, 02446, Brookline, MA, 42.340553, -71.12056, 3750, FOR_RENT, APARTMENT, 441862998, undefined, 3, 2, # A, 5, 9, 220537000, true, false, -1, false
83 Gibbs St #1A, 83 Gibbs St #1A, 02446, Brookline, MA, 42.348957, -71.12577, 10000, FOR_RENT, APARTMENT, 2081226449, undefined, 6, 3, # 1A, 3, 10, 221354000, true, false, -1, false
50 Park St APT 12, 50 Park St APT 12, 02446, Brookline, MA, 42.33803, -71.125206, 3750, FOR_RENT, APARTMENT, 56568000, 1186, 2, 2, Apt 12, 6, 1, 286688000, true, false, -1, false
389 Harvard St APT 4, 389 Harvard St APT 4, 02446, Brookline, MA, 42.345066, -71.12598, 1950, FOR_RENT, APARTMENT, 2071653734, 400, 0, 1, Apt 4, 9, 8, 401052000, true, false, -1, false
48 Saint Marys St #2B, 48 Saint Marys St #2B, 02446, Brookline, MA, 42.34808, -71.106995, 6500, FOR_RENT, APARTMENT, 441840298, undefined, 5, 2, # 2B, 4, 5, 332378000, true, false, -1, false
35 Sheafe St #2, 35 Sheafe St #2, 02467, Chestnut Hill, MA, 42.322582, -71.16512, 3000, FOR_RENT, APARTMENT, 2079507835, 1050, 2, 1, # 2, 8, 1, 357366000, true, false, -1, false
7-10 Harvard Sq #3F, 7-10 Harvard Sq #3F, 02445, Brookline, MA, 42.332973, -71.11872, 4500, FOR_RENT, APARTMENT, 441801492, 675, 2, 1, # 3F, 7, 2, 459160000, true, false, -1, false
301 Tappan St #3, 301 Tappan St #3, 02445, Brookline, MA, 42.335796, -71.137505, 4500, FOR_RENT, APARTMENT, 2083635179, 1400, 4, 2, # 3, 4, 3, 367423000, true, false, -1, false
7-8 High Street Pl #1F, 7-8 High Street Pl #1F, 02445, Brookline, MA, 42.326015, -71.12089, 3000, FOR_RENT, APARTMENT, 441797801, 1000, 2, 1, # 1F, 2, 5, 474729000, true, false, -1, false
331 Cypress St #2, 331 Cypress St #2, 02445, Brookline, MA, 42.32453, -71.121635, 3795, FOR_RENT, APARTMENT, 2106450005, 1350, 3, 2, # 2, 9, 1, 360701000, true, false, -1, false
387 Harvard St #4, 387 Harvard St #4, 02446, Brookline, MA, 42.345, -71.12593, 1950, FOR_RENT, APARTMENT, 441818997, 400, 0, 1, # 4, 6, 3, 401016000, true, false, -1, false
27 Eliot St #SF, 27 Eliot St #SF, 02467, Chestnut Hill, MA, 42.327045, -71.14457, 7000, FOR_RENT, APARTMENT, 441759968, 2430, 4, 2, # SF, 7, 9, 746649000, true, false, -1, false
16 Davis Ave APT 8, 16 Davis Ave APT 8, 02445, Brookline, MA, 42.332462, -71.11939, 2500, FOR_RENT, APARTMENT, 2105652825, 907, 1, 1, Apt 8, 6, 7, 2428664000, true, false, -1, false
1589 Beacon St APT 6, 1589 Beacon St APT 6, 02446, Brookline, MA, 42.339237, -71.133446, 2600, FOR_RENT, APARTMENT, 2127502420, 600, 1, 1, Apt 6, 7, 5, 804655000, true, false, -1, false
15 Stearns Rd APT 3E, 15 Stearns Rd APT 3E, 02446, Brookline, MA, 42.34008, -71.1199, 4500, FOR_RENT, APARTMENT, 2057188526, 1200, 3, 1, Apt 3E, 1, 6, 829163000, true, false, -1, false
158 Cypress St #1DW, 158 Cypress St #1DW, 02445, Brookline, MA, 42.329197, -71.12581, 6800, FOR_RENT, APARTMENT, 441712827, undefined, 6, 3, # 1DW, 5, 9, 919299000, true, false, -1, false
65 Park St APT 4, 65 Park St APT 4, 02446, Brookline, MA, 42.338696, -71.12408, 3800, FOR_RENT, APARTMENT, 56566664, 1100, 2, 2, Apt 4, 10, 10, 804076000, true, false, -1, false
15 Francis St APT 12, 15 Francis St APT 12, 02446, Brookline, MA, 42.33892, -71.113335, 2200, FOR_RENT, APARTMENT, 56564946, 460, 0, 1, Apt 12, 6, 2, 11183329000, true, false, -1, false
96 Marion Ter #33, 96 Marion Ter #33, 02446, Brookline, MA, 42.339676, -71.12335, 2500, FOR_RENT, APARTMENT, 441623026, undefined, 1, 1, # 33, 6, 1, 1092209000, true, false, -1, false
95 Westbourne Ter #1, 95 Westbourne Ter #1, 02446, Brookline, MA, 42.342327, -71.13715, 4300, FOR_RENT, APARTMENT, 2077213994, 1500, 3, 2, # 1, 9, 5, 11181504000, true, false, -1, false
15 Warwick Rd #3A, 15 Warwick Rd #3A, 02445, Brookline, MA, 42.338272, -71.142975, 4400, FOR_RENT, APARTMENT, 441723384, 1600, 3, 1, # 3A, 2, 3, 896772000, true, false, -1, false
18 Dean Rd #3, 18 Dean Rd #3, 02445, Brookline, MA, 42.337124, -71.141335, 4900, FOR_RENT, APARTMENT, 2098392868, 2200, 3, 2, # 3, 8, 5, 9825402000, true, false, -1, false
96 Winthrop Rd #1, 96 Winthrop Rd #1, 02445, Brookline, MA, 42.337032, -71.1319, 3000, FOR_RENT, APARTMENT, 2086447793, 1000, 2, 1, # 1, 10, 8, 1308387000, true, false, -1, false
32 Hammond Pond Pkwy #32, 32 Hammond Pond Pkwy #32, 02467, Chestnut Hill, MA, 42.31087, -71.16498, 4450, FOR_RENT, TOWNHOUSE, 433495192, 1824, 3, 3, # 32, 7, 9, 1036901000, true, false, -1, false
1109 Beacon St #21, 1109 Beacon St #21, 02446, Brookline, MA, 42.344624, -71.11127, 4100, FOR_RENT, APARTMENT, 440970263, undefined, 2, 2, # 21, 8, 10, 1696988000, true, false, -1, false
1109 Beacon St #34, 1109 Beacon St #34, 02446, Brookline, MA, 42.34467, -71.11166, 4200, FOR_RENT, APARTMENT, 440970262, undefined, 2, 2, # 34, 6, 3, 1696992000, true, false, -1, false
103 Lawton St #2, 103 Lawton St #2, 02446, Brookline, MA, 42.34914, -71.12718, 4850, FOR_RENT, APARTMENT, 2116283023, 1400, 3, 2, # 2, 5, 1, 1027022000, true, false, -1, false
197 Saint Paul St #1G, 197 Saint Paul St #1G, 02446, Brookline, MA, 42.3443, -71.11699, 3700, FOR_RENT, APARTMENT, 402454187, 1000, 2, 1, # 1G, 6, 2, 7458413000, true, false, -1, false
6 Ayr Rd #2B, 6 Ayr Rd #2B, 02135, Brighton, MA, 42.336773, -71.148766, 2650, FOR_RENT, APARTMENT, 440922364, undefined, 1, 1, # 2B, 3, 2, 1861629000, true, false, -1, false
54 Coolidge St #A, 54 Coolidge St #A, 02446, Brookline, MA, 42.345795, -71.12807, 2800, FOR_RENT, APARTMENT, 2071064650, 950, 2, 2, # A, 1, 7, 1383455000, true, false, -1, false
97 University Rd #1, 97 University Rd #1, 02445, Brookline, MA, 42.337612, -71.13194, 3400, FOR_RENT, APARTMENT, 2119699903, undefined, 3, 1, # 1, 9, 1, 2300067000, true, false, -1, false
203 High St, 203 High St, 02445, Brookline, MA, 42.325115, -71.12127, 3400, FOR_RENT, APARTMENT, 56571811, 1320, 6, 1, , 7, 5, 2435595000, true, false, -1, false
38 Auburn St #A, 38 Auburn St #A, 02446, Brookline, MA, 42.337753, -71.12329, 3150, FOR_RENT, APARTMENT, 2061828216, 846, 1, 1, # A, 4, 4, 2645945000, true, false, -1, false
98 Sewall Ave APT 1, 98 Sewall Ave APT 1, 02446, Brookline, MA, 42.34198, -71.11688, 3250, FOR_RENT, APARTMENT, 56564739, 804, 1, 1, Apt 1, 8, 2, 2645937000, true, false, -1, false
327 Saint Paul St #11, 327 Saint Paul St #11, 02446, Brookline, MA, 42.34914, -71.11586, 8200, FOR_RENT, APARTMENT, 440570165, 2500, 5, 2, # 11, 7, 9, 2737407000, true, false, -1, false
1731 Beacon St APT 315, 1731 Beacon St APT 315, 02445, Brookline, MA, 42.33784, -71.13986, 2500, FOR_RENT, APARTMENT, 56568734, 980, 1, 1, Apt 315, 8, 2, 2695182000, true, false, -1, false
173 Freeman St, 173 Freeman St, 02446, Brookline, MA, 42.347366, -71.11723, 3700, FOR_RENT, APARTMENT, 2103812458, undefined, 2, 2, , 5, 6, 1462796000, true, false, -1, false
79 Winchester St #1, 79 Winchester St #1, 02446, Brookline, MA, 42.3431, -71.12745, 3500, FOR_RENT, APARTMENT, 441181871, undefined, 2, 1, # 1, 3, 3, 2896668000, true, false, -1, false
91 Verndale St #2DW, 91 Verndale St #2DW, 02446, Brookline, MA, 42.346855, -71.13327, 6500, FOR_RENT, APARTMENT, 440356051, undefined, 4, 2, # 2DW, 7, 3, 3163257000, true, false, -1, false
183 Winthrop Rd #1, 183 Winthrop Rd #1, 02445, Brookline, MA, 42.33825, -71.135925, 2275, FOR_RENT, APARTMENT, 2110565175, 550, 1, 1, # 1, 7, 3, 3220353000, true, false, -1, false
17 Freeman St #709, 17 Freeman St #709, 02446, Brookline, MA, 42.346924, -71.11374, 3700, FOR_RENT, APARTMENT, 440156300, undefined, 2, 2, # 709, 2, 1, 3549696000, true, false, -1, false
98 Marion Ter #33, 98 Marion Ter #33, 02446, Brookline, MA, 42.339664, -71.12335, 2500, FOR_RENT, APARTMENT, 440179099, undefined, 1, 1, # 33, 1, 3, 3506905000, true, false, -1, false
261 Walnut St #3, 261 Walnut St #3, 02445, Brookline, MA, 42.329113, -71.12473, 5200, FOR_RENT, TOWNHOUSE, 2097748481, 1470, 4, 2, # 3, 10, 7, 1546589000, true, false, -1, false
29 Eliot St #4, 29 Eliot St #4, 02467, Chestnut Hill, MA, 42.3271, -71.14466, 6200, FOR_RENT, APARTMENT, 440652294, 2430, 4, 2, # 4, 2, 2, 2579236000, true, false, -1, false
208-212 Winthrop Rd #31, 208-212 Winthrop Rd #31, 02445, Brookline, MA, 42.337566, -71.134514, 2600, FOR_RENT, APARTMENT, 440787949, 555, 2, 1, # 31, 2, 9, 2163269000, true, false, -1, false
187 Winchester St #2, 187 Winchester St #2, 02446, Brookline, MA, 42.3452, -71.13174, 5000, FOR_RENT, APARTMENT, 439894598, undefined, 5, 2, # 2, 2, 10, 4201819000, true, false, -1, false
70 Cypress St APT 2, 70 Cypress St APT 2, 02445, Brookline, MA, 42.332592, -71.1246, 3000, FOR_RENT, APARTMENT, 2082798881, undefined, 1, 1, Apt 2, 6, 8, 4114837000, true, false, -1, false
35 Saint Paul St APT 1, 35 Saint Paul St APT 1, 02446, Brookline, MA, 42.337875, -71.11819, 2500, FOR_RENT, CONDO, 56565289, 648, 1, 1, Apt 1, 10, 3, 3531380000, true, false, -1, false
1465 Beacon St #4, 1465 Beacon St #4, 02446, Brookline, MA, 42.34001, -71.12775, 3300, FOR_RENT, APARTMENT, 2087501945, undefined, 2, 1, # 4, 5, 10, 4418640000, true, false, -1, false
36 Bartlett Crescent # FL 1ST, 36 Bartlett Crescent # FL 1ST, 02446, Brookline, MA, 42.342045, -71.13923, 1800, FOR_RENT, TOWNHOUSE, 2092906408, 500, 1, 1, Fl 1ST, 8, 2, 2857520000, true, false, -1, false
89 Thornton Rd #2F, 89 Thornton Rd #2F, 02467, Chestnut Hill, MA, 42.29814, -71.15537, 3760, FOR_RENT, APARTMENT, 439807030, undefined, 2, 2, # 2F, 3, 3, 4441252000, true, false, -1, false
14 Lanark Rd #16C, 14 Lanark Rd #16C, 02135, Brighton, MA, 42.33847, -71.14614, 6200, FOR_RENT, APARTMENT, 439707506, 3500, 5, 5, # 16C, 3, 9, 4634609000, true, false, -1, false
8 Edwin St #3, 8 Edwin St #3, 02445, Brookline, MA, 42.327316, -71.12525, 5600, FOR_RENT, APARTMENT, 439713753, undefined, 4, 2, # 3, 8, 3, 4605818000, true, false, -1, false
98 Lanark Rd #2, 98 Lanark Rd #2, 02135, Brighton, MA, 42.33869, -71.14625, 2400, FOR_RENT, APARTMENT, 439707504, undefined, 1, 1, # 2, 8, 10, 4634638000, true, false, -1, false
18 Roberts St APT 4, 18 Roberts St APT 4, 02445, Brookline, MA, 42.327065, -71.12306, 2250, FOR_RENT, APARTMENT, 2068981787, 650, 1, 1, Apt 4, 4, 5, 4692352000, true, false, -1, false
10 Homer St APT 1, 10 Homer St APT 1, 02445, Brookline, MA, 42.336014, -71.11994, 4595, FOR_RENT, APARTMENT, 56569420, 1500, 3, 2, Apt 1, 4, 6, 5066584000, true, false, -1, false
13 Strathmore Rd #4D, 13 Strathmore Rd #4D, 02445, Brookline, MA, 42.33604, -71.14595, 5600, FOR_RENT, APARTMENT, 439532126, undefined, 4, 2, # 4D, 3, 1, 4966532000, true, false, -1, false
220 Monmouth St #902, 220 Monmouth St #902, 02446, Brookline, MA, 42.34512, -71.10756, 4500, FOR_RENT, APARTMENT, 441797279, undefined, 3, 2, # 902, 8, 6, 5066619000, true, false, -1, false
92 Browne St #2, 92 Browne St #2, 02446, Brookline, MA, 42.345963, -71.11984, 5995, FOR_RENT, APARTMENT, 2096693694, 1800, 3, 2, # 2, 1, 6, 5225006000, true, false, -1, false
93 Verndale St #2, 93 Verndale St #2, 02446, Brookline, MA, 42.346405, -71.13333, 6500, FOR_RENT, APARTMENT, 439287126, 2100, 4, 2, # 2, 4, 2, 5152997000, true, false, -1, false
21 Strathmore Rd #2B, 21 Strathmore Rd #2B, 02445, Brookline, MA, 42.336033, -71.14665, 4800, FOR_RENT, APARTMENT, 439532124, undefined, 3, 2, # 2B, 4, 7, 4966544000, true, false, -1, false
16 Leverett St #14, 16 Leverett St #14, 02445, Brookline, MA, 42.330772, -71.12277, 3000, FOR_RENT, APARTMENT, 405811702, undefined, 2, 1, # 14, 1, 10, 6833306000, true, false, -1, false
164 Newton St UNIT 164, 164 Newton St UNIT 164, 02445, Brookline, MA, 42.309982, -71.1415, 30000, FOR_RENT, APARTMENT, 352056298, 8400, 7, 7, Unit 164, 4, 7, 4602670000, true, false, -1, false
44 Washington St APT 1005, 44 Washington St APT 1005, 02445, Brookline, MA, 42.33161, -71.114746, 2550, FOR_RENT, APARTMENT, 56570767, 500, 0, 1, Apt 1005, 6, 2, 5386109000, true, false, -1, false
58 Babcock St #28BB, 58 Babcock St #28BB, 02446, Brookline, MA, 42.34518, -71.12199, 3100, FOR_RENT, APARTMENT, 439234342, undefined, 1, 1, # 28BB, 1, 2, 5322798000, true, false, -1, false
1 Roberts St #2F, 1 Roberts St #2F, 02445, Brookline, MA, 42.32653, -71.123634, 4000, FOR_RENT, APARTMENT, 439477905, undefined, 4, 1, # 2F, 8, 6, 5052692000, true, false, -1, false
16 Short St APT 5, 16 Short St APT 5, 02446, Brookline, MA, 42.341152, -71.12814, 3850, FOR_RENT, APARTMENT, 2099376723, undefined, 2, 1, Apt 5, 7, 1, 5671384000, true, false, -1, false
1442 Beacon St #302, 1442 Beacon St #302, 02446, Brookline, MA, 42.340725, -71.12708, 3344, FOR_RENT, APARTMENT, 435185324, 350, 0, 1, # 302, 7, 1, 5844227000, true, false, -1, false
1442 Beacon St #702, 1442 Beacon St #702, 02446, Brookline, MA, 42.34077, -71.12732, 3444, FOR_RENT, APARTMENT, 435185338, 350, 1, 1, # 702, 3, 1, 5844227000, true, false, -1, false
1851 Beacon St #2B, 1851 Beacon St #2B, 02445, Brookline, MA, 42.337124, -71.145775, 5100, FOR_RENT, APARTMENT, 430706142, undefined, 3, 1, # 2B, 7, 5, 5996618000, true, false, -1, false
9 High Street Pl APT 1, 9 High Street Pl APT 1, 02445, Brookline, MA, 42.326233, -71.12117, 3200, FOR_RENT, APARTMENT, 56569358, undefined, 2, 1, Apt 1, 6, 4, 6174483000, true, false, -1, false
12-16 Homer St #1, 12-16 Homer St #1, 02445, Brookline, MA, 42.335938, -71.119576, 4595, FOR_RENT, APARTMENT, 426491957, 1500, 3, 2, # 1, 10, 2, 6143099000, true, false, -1, false
281 Saint Paul St #35, 281 Saint Paul St #35, 02446, Brookline, MA, 42.34753, -71.11641, 3950, FOR_RENT, APARTMENT, 420008165, 999, 2, 1, # 35, 5, 8, 6361956000, true, false, -1, false
672 Washington St APT 5, 672 Washington St APT 5, 02446, Brookline, MA, 42.338467, -71.13378, 2750, FOR_RENT, APARTMENT, 2126746461, 999, 1, 1, Apt 5, 6, 8, 4288427000, true, false, -1, false
160 Independence Dr, 160 Independence Dr, 02467, Chestnut Hill, MA, 42.298706, -71.156296, 3105, FOR_RENT, APARTMENT, 2119386454, 785, 1, 1, , 9, 6, 5662544000, true, false, -1, false
107 Independence Dr, 107 Independence Dr, 02467, Chestnut Hill, MA, 42.299667, -71.155975, 3770, FOR_RENT, APARTMENT, 2121109318, 984, 2, 1, , 10, 3, 889833000, true, false, -1, false
726 Washington St APT 4, 726 Washington St APT 4, 02446, Brookline, MA, 42.33995, -71.13651, 2400, FOR_RENT, APARTMENT, 2109047439, 999, 1, 1, Apt 4, 3, 2, 6447672000, true, false, -1, false
726 Washington St APT 6, 726 Washington St APT 6, 02446, Brookline, MA, 42.339935, -71.1366, 2400, FOR_RENT, APARTMENT, 2107197394, 999, 1, 1, Apt 6, 1, 7, 6448545000, true, false, -1, false
37-39 Harvard Ave #3, 37-39 Harvard Ave #3, 02446, Brookline, MA, 42.336487, -71.122826, 4800, FOR_RENT, APARTMENT, 352416784, 1500, 4, 2, # 3, 4, 6, 6412740000, true, false, -1, false
38 Dean Rd #8, 38 Dean Rd #8, 02445, Brookline, MA, 42.33617, -71.140755, 2800, FOR_RENT, APARTMENT, 417714322, 999, 1, 1, # 8, 8, 1, 6448063000, true, false, -1, false
244 Freeman St #B, 244 Freeman St #B, 02446, Brookline, MA, 42.347355, -71.12065, 4700, FOR_RENT, APARTMENT, 405870985, undefined, 4, 2, # B, 10, 10, 6831479000, true, false, -1, false
114 University Rd #4, 114 University Rd #4, 02445, Brookline, MA, 42.3379, -71.13103, 3900, FOR_RENT, APARTMENT, 417713254, 1300, 3, 1, # 4, 4, 3, 6448096000, true, false, -1, false
5 Gorham Ave #6, 5 Gorham Ave #6, 02445, Brookline, MA, 42.333225, -71.12482, 3250, FOR_RENT, APARTMENT, 56567459, 1040, 1, 1, # 6, 2, 10, 11350209000, true, false, -1, false
112 Babcock St #31, 112 Babcock St #31, 02446, Brookline, MA, 42.346893, -71.12158, 3500, FOR_RENT, APARTMENT, 402666855, undefined, 2, 1, # 31, 7, 6, 7140189000, true, false, -1, false
80 Park St #30, 80 Park St #30, 02446, Brookline, MA, 42.33881, -71.12516, 6200, FOR_RENT, APARTMENT, 402718740, undefined, 3, 2, # 30, 6, 8, 7054104000, true, false, -1, false
30 Jamaica Rd #2, 30 Jamaica Rd #2, 02445, Brookline, MA, 42.324295, -71.11973, 3700, FOR_RENT, APARTMENT, 2110581307, 1400, 3, 1, # 2, 9, 5, 6938645000, true, false, -1, false
235 Freeman St APT 1, 235 Freeman St APT 1, 02446, Brookline, MA, 42.347954, -71.12027, 4800, FOR_RENT, APARTMENT, 71329825, undefined, 3, 1, Apt 1, 8, 5, 7140190000, true, false, -1, false
45 Carlton St FLOOR 1-ID909, 45 Carlton St FLOOR 1-ID909, 02446, Brookline, MA, 42.34503, -71.108536, 3280, FOR_RENT, APARTMENT, 2055330655, 700, 2, 1, Floor 1-ID909, 5, 9, 4604381000, true, false, -1, false
83 Harvard St #31, 83 Harvard St #31, 02445, Brookline, MA, 42.3359, -71.12013, 3000, FOR_RENT, APARTMENT, 402718718, undefined, 2, 1, # 31, 4, 10, 7054135000, true, false, -1, false
57 Manchester Rd #12, 57 Manchester Rd #12, 02446, Brookline, MA, 42.34901, -71.1237, 2350, FOR_RENT, APARTMENT, 434772857, 690, 1, 1, # 12, 3, 3, 5857849000, true, false, -1, false
101-103 Asheville Rd #4, 101-103 Asheville Rd #4, 02467, Chestnut Hill, MA, 42.297768, -71.152504, 3110, FOR_RENT, APARTMENT, 402456742, 799, 1, 1, # 4, 10, 1, 7455500000, true, false, -1, false
266 Tappan St #B, 266 Tappan St #B, 02445, Brookline, MA, 42.33492, -71.13679, 2200, FOR_RENT, APARTMENT, 441194286, 400, 1, 1, # B, 6, 7, 3506901000, true, false, -1, false
1113 Beacon St #62, 1113 Beacon St #62, 02446, Brookline, MA, 42.34493, -71.11164, 5100, FOR_RENT, APARTMENT, 402145806, undefined, 2, 2, # 62, 3, 3, 7658585000, true, false, -1, false
312-6 Tappan St, 312-6 Tappan St, 02445, Brookline, MA, 42.335217, -71.13686, 3445, FOR_RENT, APARTMENT, 402065916, undefined, 2, 1, , 6, 9, 7720813000, true, false, -1, false
